dataset_title,file_type
Espacios Culturales - Directorio - Casas y Centros Culturales,XML
"Tiraje total de los libros impresos, publicados por la Secretaría de Cultura",CSV
Títulos publicados por la Secretaría de Cultura,CSV
Espacios Culturales - Directorio - Bibliotecas de la Dirección General de Bibliotecas,CSV
Espacios Culturales - Directorio - Bibliotecas de la Dirección General de Bibliotecas,XML
Espacios Culturales - Directorio - Teatros,CSV
Espacios Culturales - Directorio - Teatros,XML
Espacios Culturales - Directorio - Museos,CSV
Espacios Culturales - Directorio - Museos,XML
Espacios Culturales - Directorio - Galerías,CSV
Espacios Culturales - Directorio - Galerías,XML
Espacios Culturales - Directorio - Casas de Artesanías,XML
Espacios Culturales - Directorio - Casas de Artesanías,CSV
Espacios Culturales - Directorio - Auditorios,CSV
Espacios Culturales - Directorio - Auditorios,XML
Oficios y Documentos Institucionales de CULTURA,JSON
Total de asistentes y actividades artísticas y culturales ofrecidas por el Sector Cultural Federal,CSV
Plan de Apertura Institucional de CULTURA,CSV
Inventario Institucional de Datos de CULTURA,vnd.ms-excel
Espacios Culturales - Analítico - Museos,CSV
Espacios Culturales - Analítico - Museos,XML
Anuario Estadístico de las actividades sustantivas de la CONDUSEF,vnd.ms-excel
Educación Financiera,vnd.ms-excel
Registro de los despachos de cobranza contratados por las entidades financieras,vnd.ms-excel
Supervisión Financiera de observaciones Relavantes Detectadas por Producto financiero y por institución,vnd.ms-excel
Unidades Especializadas,vnd.ms-excel
Supervisión Financiera Cláusulas Abusivas Detectadas por producto financiero y por institución,CSV
Oficios y Documentos Institucionales de CONDUSEF,JSON
Supervisión Financiera de Calificaciones por Producto Financiero y por institución,vnd.ms-excel
Registros de información de las instituciones financieras y/o usuarios de los productos y servicios financieros.,vnd.ms-excel
Inventario Institucional de Datos de CONDUSEF,vnd.ms-excel
Estudios financiados con recursos públicos,CSV
Indicadores de crecimiento verde - Capital Natural,CSV
Programas y Proyectos CAME,CSV
Indicadores Básicos del Desempeño Ambiental - Biodiversidad - Oceánicos,CSV
Indicadores Básicos del Desempeño Ambiental - Residuos peligrosos,CSV
Indicadores Básicos del Desempeño Ambiental - Residuos sólidos,CSV
Indicadores Básicos del Desempeño Ambiental - Biodiversidad - Acuáticos,CSV
Indicadores Básicos del Desempeño Ambiental - Atmósfera - Calidad del aire,CSV
Información estadística sobre la gestión de la Dirección General de Impacto y Riesgo Ambiental,CSV
Conjunto de datos de emisiones a la atmósfera de contaminantes criterio,CSV
Prestación de servicios de remediación de suelos contaminados,CSV
Aprovechamiento de residuos peligrosos industriales,CSV
Almacenamiento (acopio),CSV
Mapas e información geográfica de las delimitaciones de la zona federal marítimo-terrestre,Formato Shapefile completo
Legislación Ambiental que aplica el sector ambiental,DOC
Legislación Ambiental que aplica el sector ambiental,DOCX
Legislación Ambiental que aplica el sector ambiental,PDF
Oficios y Documentos Institucionales de SEMARNAT,JSON
Delimitaciones Zona Federal,RAR
Mecanismos de Participación Ciudadana,vnd.ms-excel
Tratamiento de rpbi in situ,CSV
Confinamiento de residuos peligrosos industriales,CSV
Co-procesamiento de residuos peligrosos industriales,CSV
Indicadores Sistema Nacional de Evaluación del Cumplimiento de los Derechos Humanos,CSV
Mecanismo de Participación Ciudadana Comité Consultivo Nacional de Sustancias Químicas,PDF
Tratamiento de rpbi ex-situ,CSV
Recolección y Transporte,CSV
Registros de unidades de manejo para la conservación de la vida silvestre (UMA),CSV
Indicadores Básicos del Desempeño Ambiental - Biodiversidad - Terrestres,CSV
Inventario de sustancias agotadoras de la capa de ozono,CSV
Monto autorizado para el otorgamiento de subsidios en el programa U022 del 2015 en proyectos de la Dirección de Capacitación para el Desarrollo sus...,CSV
Indicadores Básicos del Desempeño Ambiental - Atmósfera - Ozono estratosférico,CSV
Indicadores Básicos del Desempeño Ambiental - Agua - Calidad,CSV
Indicadores Básicos del Desempeño Ambiental - Atmósfera - Cambio climático,CSV
Indicadores Básicos del Desempeño Ambiental - Agua - Disponibilidad,CSV
Indicadores Básicos del Desempeño Ambiental - Recursos pesqueros,CSV
Indicadores Básicos del Desempeño Ambiental - Recursos forestales,CSV
Indicadores Básicos del Desempeño Ambiental - Biodiversidad - Especies,CSV
Indicadores clave - Agua,CSV
Incineración de rpbi,CSV
"Instituciones de educación superior afiliadas a la ANUIES, con proyectos de gestión ambiental",CSV
Proyectos de anexo,CSV
Organismos estatales de medio ambiente y ecología,CSV
Incineración de residuos peligrosos industriales,CSV
Reutilización de residuos peligrosos industriales,CSV
Reciclaje de residuos peligrosos industriales,CSV
Tratamiento de residuos peligrosos industriales,CSV
Registro de Emisiones y Transferencia de Contaminantes,CSV
Programa de Empleo Temporal de SEMARNAT,CSV
Programa Sectorial de Medio Ambiente y Recursos Naturales,Excel 
Ordenamiento Ecológico del Territorio Modalidad Regional,CSV
Ordenamiento Ecológico del Territorio Modalidad Local,CSV
Presupuesto autorizado,Excel 
Plan de Apertura Institucional de SEMARNAT,CSV
Publicación de Resolutivos,CSV
Indicadores clave,vnd.ms-excel
Indicadores clave,XLSX
Inventario Institucional de Datos de SEMARNAT,XLSX
Indicadores Básicos del Desempeño Ambiental - Suelos,CSV
Empresas autorizadas tema forestal,XLS
Empresas autorizadas tema forestal,CSV
"Indicadores de crecimiento verde - Innovación, oportunidades económicas y políticas pública",CSV
Indicadores de crecimiento verde - Producción y consumo,CSV
Indicadores de crecimiento verde - Contexto Socioeconómico,CSV
Educación y Capacitación para el Desarrollo Sustentable,CSV
Fomento Ambiental y Urbano,CSV
Autorizaciones y aprovechamientos forestales,CSV
Inventaririo de sustancias agotadoras de la capa de ozono,CSV
Sistema de Información y Seguimiento de Sustancias Agotadoras de la Capa de Ozono,CSV
Indicadores clave - Atmósfera,CSV
Indicadores clave - Biodiversidad,CSV
Indicadores clave - Recursos forestales,CSV
Indicadores clave - Residuos,CSV
Indicadores clave - Suelos,CSV
Inventario de Ordenamiento Ecológicos Expedidos,CSV
Sucursales telegráficas  de Telecomm,XLSX
Sucursales telegráficas  de Telecomm,CSV
Sucursales telegráficas  de Telecomm creado el 2019-11-19,vnd.ms-excel
Oficios y Documentos Institucionales de Telecomm,JSON
Comunicaciones Marítimas de Telecomm creado el 2015-10-26 19:57,vnd.ms-excel
Inventario Institucional de Datos de Telecomm,XLSX
Servicio de Telefonía Rural Satelital de Telecomm creado el 2015-10-26 19:57,XLSX
Servicio de Telefonía Rural Satelital de Telecomm creado el 2015-10-26 19:57,vnd.ms-excel
Comunicaciones Marítimas de Telecomm,XLSX
Comunicaciones Marítimas de Telecomm,CSV
Catalogo de servicios de Telecomm,CSV
Catalogo de servicios de Telecomm creado el 2015-10-26 19:57,vnd.ms-excel
Redes de Telecomunicaciones (Servicio de Conectividad Digital satelital e-México) de Telecomm creado el 2015-10-20 11:00,vnd.ms-excel
Plan de Apertura Institucional de Telecomm,CSV
Base de datos de los montos de colocación de créditos otorgados al sector minero y su cadena de valor por entidad federativa y número de empresas,CSV
Plan de Apertura Institucional de FIFOMI,CSV
Base de datos de la asistencia técnica por entidad federativa y número de empresas,CSV
Base de datos del número de personas capacitadas del sector minero y su cadena de valor por entidad federativa,CSV
Oficios y Documentos Institucionales de FIFOMI,PDF
Padrón de Notarios del Patrimonio Inmobiliario Federal,CSV
Inmuebles Federales Compartidos,CSV
Inmuebles Federales Compartidos,XLS
Datos espaciales de inmuebles del INDAABIN,No Format.
Solicitudes de Justipreciaciones de Renta Electrónicas,CSV
Solicitudes de Justipreciaciones de Renta Electrónicas,PDF
Listado de superficies Concesionadas en Inmuebles Federales Compartidos,CSV
Listado de superficies Concesionadas en Inmuebles Federales Compartidos,PDF
Listado de inmuebles federales desincorporados para enajenación mediante permuta,CSV
Listado de inmuebles federales desincorporados para enajenación mediante permuta,PDF
Programa de Capacitación a Peritos,CSV
Programa de Capacitación a Peritos,PDF
Listado de Inmuebles Federales en Comodato,CSV
Listado de Inmuebles Federales en Comodato,PDF
Listado de inmuebles federales desincorporados para enajenación onerosa mediante adjudicación directa,CSV
Listado de inmuebles federales desincorporados para enajenación onerosa mediante adjudicación directa,PDF
Listado de inmuebles federales desincorporados para enajenación a título gratuito,CSV
Listado de inmuebles federales desincorporados para enajenación a título gratuito,PDF
Listado de inmuebles federales desincorporados para enajenación por concepto de indemnización parcial o total como pago en especie,CSV
Listado de inmuebles federales desincorporados para enajenación por concepto de indemnización parcial o total como pago en especie,PDF
Listado de Inmuebles Federales en Arrendamiento,CSV
Listado de Inmuebles Federales en Arrendamiento,PDF
Listado de enajenación onerosa de inmuebles de propiedad federal,CSV
Listado de enajenación onerosa de inmuebles de propiedad federal,PDF
Listado de Acuerdos de Destino Publicados,CSV
Listado de Acuerdos de Destino Publicados,PDF
Listado de Puertos Fronterizos y Centros de Atención Integral al Transito Fronterizo,CSV
Listado de Puertos Fronterizos y Centros de Atención Integral al Transito Fronterizo,PDF
Justipreciaciones de Renta Electrónicas emitidas,PDF
Listado de Administraciones Unicas en Inmuebles Federales Compartidos,CSV
Listado de Administraciones Unicas en Inmuebles Federales Compartidos,PDF
Portafolio de Inmuebles,CSV
Portafolio de Inmuebles,XLS
Listado de palacios federales,CSV
Listado de palacios federales,XLS
Padrón de Responsables Inmobiliarios de la APF,CSV
Inventario del Patrimonio Inmobiliario Federal y Paraestatal,XLS
Padrón Nacional de Peritos Valuadores,CSV
Padrón Nacional de Peritos Valuadores,PDF
Programa Anual de Obra Pública,XLS
Avalúos y Justipreciaciones de Renta emitidos,PDF
Programa anual de disposición final de los bienes muebles,CSV
Programa anual de disposición final de los bienes muebles,XLSX
Solicitudes de Avalúos y Justipreciaciones de Renta,CSV
Solicitudes de Avalúos y Justipreciaciones de Renta,XLS
Solicitudes de Avalúos y Justipreciaciones de Renta,PDF
Oficios y Documentos Institucionales de INDAABIN,JSON
Inventario Institucional de Datos de INDAABIN de INDAABIN creado el 2016-03-22 20:30 (1),vnd.ms-excel
"Programa Anual de Adquisiciones, Arrendamientos y Servicios de INDAABIN",CSV
"Programa Anual de Adquisiciones, Arrendamientos y Servicios de INDAABIN",XLSX
Oficios y Documentos Institucionales de API-ESE,JSON
Plan de Apertura Institucional de API-ESE,CSV
Participación Ciudadana de API-ESE,ZIP
Participación Ciudadana de API-ESE,PDF
Participación Ciudadana de API-ESE,CSV
Dirección General de Autotransporte Federal,CSV
Coordinación de la Sociedad de Información y Conocimiento,CSV
Infraestructura Carretera,CSV
Infraestructura Carretera,XLSX
Infraestructura Carretera,XLS
Infraestructura Ferroviaria,CSV
Listado de los puntos México Conectado con acceso gratuito a internet en la Ciudad de México_,CSV
Infraestructura Marítimo-Portuaria,CSV
Infraestructura Marítimo-Portuaria,PDF
Oficios y Documentos Institucionales de SCT,JSON
Plan de Apertura Institucional de SCT,CSV
Infraestructura Aeroportuaria,ODS
Infraestructura Aeroportuaria,CSV
Infraestructura Aeroportuaria,GIF
Infraestructura Aeroportuaria,PDF
Infraestructura de Telecomunicaciones,CSV
Infraestructura de Telecomunicaciones,XLSX
Información de licitaciones y contratos celebrados por la SCT,CSV
Inventario Institucional de Datos de SCT de SCT,XLSX
Infraestructura Mixta,CSV
Oficios y Documentos Institucionales de FONART,ZIP
Reglas de Operación FONART,ZIP
Inventario Institucional de Datos de FONART,XLSX
Acciones de los Programas Sociales,vnd.ms-excel
Acciones de los Programas Sociales,php
Acciones de los Programas Sociales,CSV
Necesidades Ciudadanas,vnd.ms-excel
Necesidades Ciudadanas,CSV
Necesidades Ciudadanas,php
Plan de Apertura Institucional de FONART,CSV
Programas del Fondo Nacional para el Fomento a las Artesanías 2014,ZIP
Programas del Fondo Nacional para el Fomento a las Artesanías 2015,ZIP
Presupuesto de información en medios masivos derivado de la operación y administración,vnd.ms-excel
Presupuesto de servicios de comunicación social y publicidad,vnd.ms-excel
Pólizas de información en medios masivos derivado de la operación y administración,vnd.ms-excel
Pólizas de servicios de comunicación social y publicidad,vnd.ms-excel
Información de Quejas y Denuncias Ciudadanas,CSV
Contrataciones con recursos de 5 al millar 2019,CSV
Contrataciones con recursos de 5 al millar 2013 a la fecha,CSV
Plan de Apertura Institucional de SFP,CSV
Declaraciones patrimoniales y de intereses 2017-1,CSV
Resultados de los Programas Anuales de Auditorías de los Órganos Internos de Control de la Administración Pública Federal,CSV
Contrataciones con recursos de 5 al millar 2016,CSV
Donativos otorgados,CSV
Resultados de la encuesta de satisfacción de trámites en línea en la Ventanilla Única Nacional,CSV
Declaraciones patrimoniales 2014-2,CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), segundo semestre 2016",CSV
Resultado de Auditorías y Acciones de Fiscalización CAOP 2013 a la fecha,CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), segundo semestre 2015",CSV
Estado contractual de obras en observacción,CSV
Declaraciones patrimoniales y de intereses 2018-1,CSV
Nivel de digitalización de los trámites registrados en el Catálogo Nacional de Trámites y Servicios,CSV
"Resultados de la encuesta ""Mejora continua de gob.mx ¿Qué nos falta para ser el portal que necesitas?""",CSV
Titulares de los Órganos Internos de Control,CSV
Comsoc - Servicios y Publicidad 2017,CSV
Ppto Comsoc - Medios Masivos 2017,CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), segundo semestre 2017",CSV
Declaraciones patrimoniales y de intereses 2017-2,CSV
Resultados de Designación de Auditores Externos,CSV
Contratos de Servicios Profesionales por Honorarios 2018,CSV
Listado de Firmas de Auditores Externos Elegibles,CSV
Resultados Consulta de Trámites señalados por la Comunidad Empresarial para revisión,XLSX
Registro de servidores públicos que intervienen en contrataciones públicas,CSV
Contrataciones con recursos de 5 al millar 2018,CSV
Directorio de los Comités de Ética y Prevención de Conflictos de Interés de la Administración Pública Federal,CSV
Asignaciones al amparo del Artículo 34,CSV
Encuesta trámites y servicios 2015,CSV
Capacitación de los Comités de Ética y Prevención de Conflictos de Interés de la Administración Pública Federal 2016-2018,CSV
Resultado de Auditorías y Acciones de Fiscalización CAOP 1-2017,CSV
Estadísticas del Sistema Integral de Información de Padrones de Programas Gubernamentales (SIIPP-G),CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), segundo semestre 2013",CSV
Resultado de Auditorías y Acciones de Fiscalización CAOP 1-2016,CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), primer semestre 2016",CSV
Presupuesto asignado a Donativos,CSV
Programas y Proyectos de Contraloría Social,CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), primer semestre 2017",CSV
Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP) del 2013 a la fecha,CSV
Programas anuales de auditorías 2013 a la fecha,CSV
Sistema del Comité de  Control y Desempeño Institucional,CSV
Concursos para la ocupación de plazas del Servicio Profesional de Carrera de la Administración Pública Federal,CSV
Contratos de Servicios Profesionales por Honorarios 2013,CSV
Declaraciones patrimoniales y de intereses 2016-2,CSV
Resultado de Auditorías y Acciones de Fiscalización CAOP 2-2016,CSV
Normas de la Administración Pública Federal,CSV
Reporte de proyectos de mejora concluidos,XLSX
Contratos de Servicios Profesionales por Honorarios 2017,CSV
Contrataciones con recursos de 5 al millar 2013,CSV
Contratos de Servicios Profesionales por Honorarios 2014,CSV
Contratos de Servicios Profesionales por Honorarios 2016,CSV
Contrataciones con recursos de 5 al millar 2015,CSV
Proveedores y contratistas sancionados,CSV
Contratos de Servicios Profesionales por Honorarios 2015,CSV
Contrataciones con recursos de 5 al millar 2014,CSV
Resultados de la retroalimentación ciudadana a las fichas publicadas en la VUN - Precisión de  la información,XLSX
Adquisiciones con recursos de 5 al millar 2017,CSV
Resultados de la retroalimentación ciudadana a las fichas publicadas en la VUN - Sugerencias para mejorar el trámite,XLSX
Contrataciones con recursos de 5 al millar 2017,CSV
Declaraciones patrimoniales 2014-1,CSV
Declaraciones patrimoniales 2013-1,CSV
Declaraciones patrimoniales y de intereses 2015-1,CSV
Servidores públicos sancionados,CSV
Encuesta Clima y Cultura Organizacional ECCO,CSV
Declaraciones patrimoniales 2013-2,CSV
Resultado del Programa Anual de Auditorías,CSV
Ppto Comsoc - Servicios y Publicidad 2017,CSV
Comsoc - Medios Masivos 2017,CSV
Declaraciones patrimoniales y de intereses 2015-2,CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), primer semestre 2013",CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), primer semestre 2014",CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), segundo semestre 2014",CSV
"Cantidad de bitácoras registradas en la Bitácora Electrónica de Obra Pública (BEOP), primer semestre 2015",CSV
Declaraciones patrimoniales y de intereses 2016-1,CSV
Inventario Institucional de Datos de SFP,vnd.ms-excel
Convenios de Colaboración,CSV
Resultados de Auditoría y Acciones de Fiscalización UORCS 2014 a la fecha,CSV
Oficios y Documentos Institucionales de SFP,JSON
Balance General 2017-2022,CSV
Saldos de Créditos y Garantías,XLS
Estado de Resultados 2017-2022,CSV
Avance Presupuestal,CSV
Saldos de Crédito y Garantías,CSV
Estado de Resultados,CSV
Oficios y Documentos Institucionales de BANCOMEXT,JSON
Balance General,CSV
Inventario Institucional de Datos de BANCOMEXT,vnd.ms-excel
"Conjunto de la Coordinación Operativa de Representaciones Regionales, Segundo Semestre 2021",vnd.ms-excel
"Conjunto de datos de la Coordinación Técnica del INSUS, Primer Semestre 2022",vnd.ms-excel
"Conjunto de datos de la Dirección de Asuntos Jurídicos del INSUS, Primer Semestre 2022",vnd.ms-excel
"Conjunto de datos de la Coordinación Técnica del INSUS, Segundo Semestre 2021",vnd.ms-excel
"Conjunto de datos de la Dirección de Asuntos Jurídicos del INSUS, Segundo Semestre 2021",vnd.ms-excel
"Conjunto de datos de la Dirección de Administración y Finanzas del INSUS, Primer Semestre 2022",vnd.ms-excel
Conjunto de datos de la Dirección de Planeación y Evaluación de Proyectos Segundo Semestre 2021,vnd.ms-excel
"Conjunto de datos de la Dirección de Regularización, Primer Semestre 2022",vnd.ms-excel
"Conjunto de datos de la Dirección de Regularización, Segundo Semestre 2021",vnd.ms-excel
"Conjunto de la Coordinación Operativa de Representaciones Regionales, Primer Semestre 2022",vnd.ms-excel
"Conjunto de datos de la Dirección de Administración y Finanzas del INSUS, Segundo Semestre 2021",vnd.ms-excel
Conjunto de datos de la Dirección de Planeación y Evaluación de Proyectos Primer Semestre 2022,vnd.ms-excel
Plan de Apertura Institucional de INSUS,CSV
Delegaciones,CSV
Escrituras entregadas,CSV
Escrituras entregadas,XLSX
Poblados en contratación,CSV
Acuerdos de Desincorporación de Propiedad Federal,CSV
Oficios y Documentos Institucionales de INSUS,JSON
Revisión de Cartografía de Instrumentos Jurídicos para su regularación.,CSV
Decretos Expropiatorios INSUS,CSV
Porcentaje de conciliación de los emplazamientos a huelga (Junta Federal de Conciliación y Arbitraje),.csv
Porcentaje de conciliación de los emplazamientos a huelga (Junta Federal de Conciliación y Arbitraje),CSV
Porcentaje de conciliación de los conflictos laborales de carácter individual en el ámbito de la jurisdicción federal (Junta Federal de Conciliació...,.csv
Porcentaje de conciliación de los conflictos laborales de carácter individual en el ámbito de la jurisdicción federal (Junta Federal de Conciliació...,CSV
Porcentaje de resolución de los emplazamientos a huelga (Junta Federal de Conciliación y Arbitraje).,.csv
Porcentaje de resolución de los emplazamientos a huelga (Junta Federal de Conciliación y Arbitraje).,CSV
Porcentaje de resolución de los conflictos laborales de carácter individual en el ámbito de la jurisdicción federal (Junta Federal de Conciliación ...,CSV
Plan de Apertura Institucional de JFCA,CSV
Herramientas electrónicas,No Format.
Coberturas de Trasmisión de Señales,No Format.
Parrilla de Programación,CSV
Oficios y Documentos Institucionales de Canal 22,JSON
"Control de presupuesto, adquisiciones, estados financieros.","CSV, XLS, XML"
"Control de materiales a televisar, cartelera de programación.","CSV, XLS, XML"
Relación de equipos de cómputo. Relación de servicios presentados dentro del área.,"CSV, XLS, XML"
Inventario Institucional de Datos de Canal 22,XLSX
Estados Financieros TV Metro,CSV
"Visitas a los diversos sitios institucionales, redes sociales y ratings que permitan retratar tendencias.","CSV, XLS, XML"
Plan de Apertura Institucional de Canal 22,CSV
Datos generales de COLEF,CSV
Plan de Apertura Institucional de COLEF,CSV
Encuesta sobre Migración en la Frontera,vnd.ms-excel
Porcentaje Promoción Académica 2021,CSV
Indicador de Eficiencia Terminal 2021,CSV
Oferta Educativa CETI 2021,CSV
Inventario Institucional Datos 2021,CSV
Estructura Orgánica con directorio CETI 2021,CSV
Porcentaje Deserción Estudiantil 2021,CSV
Plan Apertura Institucional CETI 2021,CSV
Porcentaje Aprobación CETI 2021,CSV
Admisión CETI,CSV
Egresados CETI,CSV
Oficios y Documentos Institucionales de CETI,JSON
Oferta Educativa de Planteles,CSV
Estructura Organica con directorio,CSV
Admision en CETI,CSV
Promoción académica,CSV
Deserción Estudiantil,CSV
Planteles de CETI,CSV
Porcentaje de Aprobación de CETI,CSV
Eficiencia Terminal,CSV
Inventario Institucional de Datos de CETI,vnd.ms-excel
Egresados de CETI,CSV
Material bibliográfico disponible en el Centro de Información,vnd.ms-excel
Sistema de Control Escolar en los Programas de Posgrado Propios,vnd.ms-excel
Oficios y Documentos Institucionales de CIDESI,JSON
Demanda de Visitas Académicas 2016,CSV
Demanda de Cursos de Educación Continua del 2016,CSV
Ingresos propios por tipo de empresa,CSV
Comportamiento de Ingresos Propios y Fiscales,CSV
Proyectos PEI,CSV
Artículos,CSV
Proyectos Interinstitucionales,CSV
Proyectos Fondos Conacyt y otros,CSV
Proyectos Privados,CSV
Formación de Capital Humano,CSV
Propiedad Intelectual,CSV
Inventario Institucional de Datos de CIDESI,XLSX
Participación Ciudadana del CIDESI,XLS
Participación Ciudadana del CIDESI,PDF
Participación Ciudadana del CIDESI,Word
Servicios Tecnologicos,CSV
Reporte de las Adquisiciones de Servicios,CSV
Reporte de las Adquisiciones de Servicios,vnd.ms-excel
"Colecciones biológicas del Instituto de Ecología, A.C.",CSV
"Patentes y Modelos de Utilidad otorgados al Instituto de Ecología, A.C.",CSV
"Posgrado del Instituto de Ecología, A.C.",CSV
4.	Libros y tesis de la Biblioteca Institucional,CSV
3.	Revistas y fascículos de acceso libre,CSV
"Proyectos externos del Instituto de Ecología, A.C.",CSV
Plan de Apertura Institucional de INECOL,CSV
Publicaciones Científicas por Red Académica,CSV
Oficios y Documentos Institucionales de INECOL,JSON
Participación Ciudadana del INECOL,PDF
Participación Ciudadana del INECOL,CSV
Participación Ciudadana del INECOL,vnd.ms-excel
Reporte de las Contrataciones de Obra Pública y Servicios Relacionados con la Misma,CSV
Reporte de las Contrataciones de Obra Pública y Servicios Relacionados con la Misma,vnd.ms-excel
Directorio de INECOL,vnd.ms-excel
Directorio de INECOL,XLS
Reporte de las Adquisiciones de Bienes,CSV
Reporte de las Adquisiciones de Bienes,vnd.ms-excel
Información Financiera de INECOL,CSV
Información Financiera de INECOL,vnd.ms-excel
Publicaciones de INECOL,CSV
Publicaciones de INECOL,Oracle
Remuneración mensual de INECOL,vnd.ms-excel
Selección de Aspirantes,vnd.ms-excel
Selección de Aspirantes,CSV
Directorio de ubicaciones de instalaciones del INECOL,"Sitio Web Institucional, Manejador de Contenidos Joomla. Los mapas son obtenidos en Google Maps"
Ejercicio presupuestal del Gasto,XLSX
Ejercicio presupuestal del Gasto,vnd.ms-excel
Inventario Institucional de Datos de INECOL,vnd.ms-excel
Grado de marginalidad y violencia urbana por colonia en la Ciudad de México,No Format.
Niveles de inundación y carencia de cobertura de áreas verdes,No Format.
Porcentaje de espacios públicos por colonia con infraestructura ciclista y accesibilidad peaton,No Format.
Fractura ambiental y pérdida del paisaje natural en la Ciudad de México,No Format.
Promedio de distancias a espacios públicos por colonia,No Format.
Participación Familiar,No Format.
Ordenación Ambiental Frontera Tabasco-Chiapas,No Format.
Oficios y Documentos Institucionales de CentroGeo,JSON
Desplazamiento en la CDMX resultante de los sismos de septiembre de 2017,No Format.
Contracción Ganadera a Costa de Capital Natural por municipio a nivel nacional 1976-2011,KML
Contracción Agrícola a Costa de Capital Natural por municipio a nivel nacional 1976-2011,KML
Zonas de Alto Valor Ecosistémico por provisión de hábitat en el suelo de conservación del Distrito Federal 2010,KML
Zonas de Alto Valor Ecosistémico por infiltración de agua en el suelo de conservación del Distrito,KML
Zonas de Alto Valor Ecosistémico por capura de carbono en el suelo de conservación del Distrito Federal 2010,KML
Expansión Ganadera a Costa de Capital Natural por municipio a nivel nacional 1976-2011,KML
Inventario Institucional de Datos de CentroGeo,XLSX
Modelos Biofísicos,No Format.
Modelos Prospectivos,No Format.
Propuestas regulatorias en el SIMIR,CSV
TRÁMITES Y SERVICIOS EN EL RFTS,vnd.ms-excel
Oficios y Documentos Institucionales de CONAMER,JSON
PMR,vnd.ms-excel
Anteproyectos Regulatorios,CSV
Plan de Apertura Institucional de CONAMER,CSV
Inventario Institucional de Datos de CONAMER,vnd.ms-excel
RFTS,XLSX
RFTS,vnd.ms-excel
Apoyos otorgados a través del Componente Bioenergía y Sustentabilidad del Programa de Fomento a la Agricultura 2015.,CSV
Apoyos otorgados a través del Componente Bioenergía y Sustentabilidad del Programa de Fomento a la Agricultura 2015.,vnd.google-earth.kmz
Apoyos otorgados a través del Concepto de Apoyo para Infraestructura y Equipamiento para Establecimientos Rastros TIF Municipales del Programa de P...,CSV
Apoyos otorgados a través del Concepto de Apoyo para Infraestructura y Equipamiento para Establecimientos Rastros TIF Municipales del Programa de P...,vnd.google-earth.kmz
Apoyos otorgados a través del Concepto de Incentivo para Infraestructura y Equipamiento en Postproducción de Nuevos Esquemas Asociativos del Progra...,CSV
Apoyos otorgados a través del Concepto de Incentivo para Infraestructura y Equipamiento en Postproducción de Nuevos Esquemas Asociativos del Progra...,vnd.google-earth.kmz
Apoyos otorgados a través del Componente Atención a Siniestros Agropecuarios para Atender a Pequeños Productores.,CSV
Incentivos otorgados para el Fortalecimiento de Infraestructura para la Movilización y Acopio de Granos y Oleaginosas en 2013.,CSV
Incentivos otorgados para el Fortalecimiento de Infraestructura para la Movilización y Acopio de Granos y Oleaginosas en 2013.,vnd.google-earth.kmz
Apoyos otorgados a través del Componente Manejo Postproducción del Programa de Apoyo a la Inversión en Equipamiento e Infraestructura (RASTROS TIF ...,vnd.google-earth.kmz
Apoyos otorgados a través del Componente Manejo Postproducción del Programa de Apoyo a la Inversión en Equipamiento e Infraestructura (RASTROS TIF ...,CSV
Apoyos otorgados a través del Proyecto Generación y Ahorro de Energía Eléctrica Mediante Fuentes de Energía Renovable y Medidas de Eficiencia Energ...,CSV
Apoyos otorgados a través del Proyecto Generación y Ahorro de Energía Eléctrica Mediante Fuentes de Energía Renovable y Medidas de Eficiencia Energ...,vnd.google-earth.kmz
Subcomponente Activos Productivos. Concepto de incentivo Centro de Acopio de Alimentos y Mermas,CSV
Subcomponente Agrologística. Concepto de incentivo Cuarto frío,CSV
"Apoyos otorgados a través del Concepto de Incentivo Agroindustrias, Modalidad  de: Proyecto General 2017",CSV
"Componente de Activos Productivos y Agrologística. Apoyos otorgados a través del Concepto de Incentivo TIF, Modalidad  de Proyecto: TIF Municipal 2017",CSV
"Apoyos otorgados a través del Concepto de Incentivo Agroindustrias, Modalidad  de Proyecto: Hasta 30 mil pesos de apoyo 2017.",CSV
Apoyos otorgados a través del Componente de Desarrollo Productivo del Sur Sureste y Zonas Económicas Especiales 2017: Concepto de Apoyo Incentivos ...,CSV
Apoyos otorgados a través del Componente de Certificación y Normalización Agroalimentaria 2017.,CSV
Apoyos otorgados a través de la 3ª Ampliación Proyecto de Bioeconomía 2010.,CSV
